timestamp,symbol,signal,entry_price,exit_price,pnl_percent,result,regime,probability,entry_time,exit_time,horizon_bars
2024-03-06T08:00:00+00:00,MAGICUSDT,SELL,1.2642,1.2506,0.8758,WIN,BULL_TREND,0.3813,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,JTOUSDT,SELL,2.7239,2.635,3.0637,WIN,BULL_TREND,0.3277,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,XNOUSDT,SELL,1.381,1.451,-5.2688,LOSS,BULL_TREND,0.3518,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,XECUSDT,SELL,6.843e-05,6.861e-05,-0.463,LOSS,BULL_TREND,0.3736,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,RDNTUSDT,SELL,0.3826,0.3957,-3.6239,LOSS,BULL_TREND,0.3864,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,CRVUSDT,SELL,0.732,0.7957,-8.9022,LOSS,BULL_TREND,0.37,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,PEPEUSDT,SELL,7.65e-06,8.07e-06,-5.6902,LOSS,BULL_TREND,0.3569,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,PROMUSDT,SELL,10.477,11.124,-6.3754,LOSS,BULL_TREND,0.3731,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,ZRXUSDT,SELL,0.4291,0.4511,-5.327,LOSS,BULL_TREND,0.3861,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,MEMEUSDT,SELL,0.042342,0.043834,-3.7237,LOSS,BULL_TREND,0.3341,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,WBTCUSDT,BUY,67026.95,67430.75,0.4024,WIN,BULL_TREND,0.6475,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,RPLUSDT,SELL,34.03,35.51,-4.5491,LOSS,BULL_TREND,0.3718,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,FTTUSDT,SELL,2.5879,2.7614,-6.9043,LOSS,BULL_TREND,0.3602,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T08:00:00+00:00,USDCUSDT,SELL,0.9999,0.9998,-0.19,LOSS,BULL_TREND,0.3384,2024-03-06T08:05:00+00:00,2024-03-06T12:05:00+00:00,48
2024-03-06T12:00:00+00:00,USDPUSDT,SELL,0.9997,0.9995,-0.18,LOSS,BULL_TREND,0.3942,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,RSRUSDT,SELL,0.004875,0.005612,-15.3179,LOSS,BULL_TREND,0.3778,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,MDTUSDT,SELL,0.08398,0.08781,-4.7606,LOSS,BULL_TREND,0.3666,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,AAVEUSDT,SELL,114.01,121.61,-6.8661,LOSS,BULL_TREND,0.3966,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,PROMUSDT,SELL,11.182,11.949,-7.0592,LOSS,BULL_TREND,0.3588,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,BTCUSDT,SELL,67479.0,66780.21,0.8356,WIN,BULL_TREND,0.3917,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T12:00:00+00:00,PHBUSDT,SELL,1.9098,2.0369,-6.8551,LOSS,BULL_TREND,0.3923,2024-03-06T12:05:00+00:00,2024-03-06T16:05:00+00:00,48
2024-03-06T16:00:00+00:00,IQUSDT,SELL,0.008755,0.009227,-5.5912,LOSS,BULL_TREND,0.3957,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,TUSDUSDT,SELL,0.9994,0.9997,-0.23,LOSS,BULL_TREND,0.3527,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,FDUSDUSDT,SELL,1.0016,1.0019,-0.23,LOSS,BULL_TREND,0.3581,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,IOSTUSDT,BUY,0.01138,0.01159,1.6453,WIN,BULL_TREND,0.6184,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,TRXUSDT,SELL,0.13724,0.13748,-0.3749,LOSS,BULL_TREND,0.3955,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,PYRUSDT,SELL,7.867,8.342,-6.2379,LOSS,BULL_TREND,0.3924,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,VANRYUSDT,SELL,0.15826,0.17054,-7.9594,LOSS,BULL_TREND,0.3869,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,AXLUSDT,SELL,2.0722,2.1275,-2.8687,LOSS,BULL_TREND,0.3991,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T16:00:00+00:00,MEMEUSDT,SELL,0.04134,0.041971,-1.7264,LOSS,BULL_TREND,0.3997,2024-03-06T16:05:00+00:00,2024-03-06T20:05:00+00:00,48
2024-03-06T20:00:00+00:00,TRBUSDT,BUY,101.85,103.16,1.0862,WIN,BULL_TREND,0.618,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,ALCXUSDT,BUY,31.39,31.52,0.2141,WIN,BULL_TREND,0.6079,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,REQUSDT,BUY,0.1258,0.1258,-0.2,LOSS,BULL_TREND,0.6972,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,RPLUSDT,BUY,35.32,35.56,0.4795,WIN,BULL_TREND,0.6747,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,ADXUSDT,BUY,0.232,0.231,-0.631,LOSS,BULL_TREND,0.6718,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,SYSUSDT,BUY,0.2462,0.2428,-1.581,LOSS,BULL_TREND,0.6432,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,SUNUSDT,BUY,0.015075,0.015066,-0.2597,LOSS,BULL_TREND,0.6885,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,SYNUSDT,SELL,1.7591,1.89,-7.6413,LOSS,BULL_TREND,0.3813,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,FDUSDUSDT,SELL,1.002,1.0013,-0.1301,LOSS,BULL_TREND,0.3938,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,ENJUSDT,BUY,0.5351,0.5395,0.6223,WIN,BULL_TREND,0.6045,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,IOSTUSDT,BUY,0.01155,0.01182,2.1377,WIN,BULL_TREND,0.6261,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,ATAUSDT,BUY,0.1498,0.1519,1.2019,WIN,BULL_TREND,0.6099,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,DEXEUSDT,BUY,7.536,7.426,-1.6597,LOSS,BULL_TREND,0.6424,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,PHBUSDT,SELL,2.357,2.7087,-15.1215,LOSS,BULL_TREND,0.3692,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,COMPUSDT,SELL,88.25,89.32,-1.4125,LOSS,BULL_TREND,0.3851,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,ARKMUSDT,SELL,2.5984,2.8556,-10.0984,LOSS,BULL_TREND,0.3218,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,WIFUSDT,SELL,1.9006,1.8294,3.5462,WIN,BULL_TREND,0.367,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-06T20:00:00+00:00,DGBUSDT,BUY,0.0144,0.0143,-0.8944,LOSS,BULL_TREND,0.6037,2024-03-06T20:05:00+00:00,2024-03-07T00:05:00+00:00,48
2024-03-07T00:00:00+00:00,CVCUSDT,SELL,0.1488,0.1674,-12.7,LOSS,BULL_TREND,0.3185,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,FLUXUSDT,SELL,1.0329,1.0346,-0.3646,LOSS,BULL_TREND,0.3808,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,TUSDUSDT,SELL,0.9997,0.9999,-0.22,LOSS,BULL_TREND,0.3596,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,DUSKUSDT,SELL,0.3151,0.3214,-2.1994,LOSS,BULL_TREND,0.3949,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,EGLDUSDT,BUY,65.48,66.12,0.7774,WIN,BULL_TREND,0.6038,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,CYBERUSDT,SELL,10.384,10.405,-0.4022,LOSS,BULL_TREND,0.3991,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,APEUSDT,BUY,2.217,2.196,-1.1472,LOSS,BULL_TREND,0.6159,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,POWRUSDT,SELL,0.3657,0.3842,-5.2588,LOSS,BULL_TREND,0.3892,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,PROMUSDT,SELL,12.181,12.877,-5.9138,LOSS,BULL_TREND,0.3775,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,RAYUSDT,SELL,1.2039,1.2724,-5.8898,LOSS,BULL_TREND,0.3858,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,GRTUSDT,SELL,0.3217,0.3191,0.6082,WIN,BULL_TREND,0.3895,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,XRPUSDT,BUY,0.6108,0.625,2.1248,WIN,BULL_TREND,0.6546,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T00:00:00+00:00,USDCUSDT,SELL,0.9992,0.9996,-0.24,LOSS,BULL_TREND,0.3416,2024-03-07T00:05:00+00:00,2024-03-07T04:05:00+00:00,48
2024-03-07T04:00:00+00:00,WINUSDT,BUY,0.0001916,0.0001892,-1.4526,LOSS,BULL_TREND,0.6133,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,GNSUSDT,BUY,5.822,5.812,-0.3718,LOSS,BULL_TREND,0.6347,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,XVGUSDT,BUY,0.005759,0.005757,-0.2347,LOSS,BULL_TREND,0.6003,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,PYRUSDT,BUY,8.489,8.644,1.6259,WIN,BULL_TREND,0.609,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,DEGOUSDT,BUY,2.676,2.65,-1.1716,LOSS,BULL_TREND,0.6121,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,GLMRUSDT,BUY,0.4982,0.5067,1.5061,WIN,BULL_TREND,0.6122,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,VTHOUSDT,BUY,0.004311,0.00432,0.0088,WIN,BULL_TREND,0.648,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,QNTUSDT,BUY,128.3,129.5,0.7353,WIN,BULL_TREND,0.6063,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,DEXEUSDT,SELL,7.211,8.369,-16.2588,LOSS,BULL_TREND,0.296,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ASTRUSDT,BUY,0.1516,0.1533,0.9214,WIN,BULL_TREND,0.6087,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,SFPUSDT,BUY,0.7584,0.7751,2.002,WIN,BULL_TREND,0.6114,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,BANDUSDT,BUY,2.36,2.386,0.9017,WIN,BULL_TREND,0.6331,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,AIUSDT,SELL,1.885,2.118,-12.5607,LOSS,BULL_TREND,0.3347,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,SXPUSDT,BUY,0.4777,0.4832,0.9514,WIN,BULL_TREND,0.6004,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,STEEMUSDT,BUY,0.3085,0.3119,0.9021,WIN,BULL_TREND,0.6677,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,XVSUSDT,BUY,12.36,12.44,0.4472,WIN,BULL_TREND,0.6226,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,MLNUSDT,BUY,22.92,22.92,-0.2,LOSS,BULL_TREND,0.6387,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,CFXUSDT,BUY,0.3118,0.3157,1.0508,WIN,BULL_TREND,0.6074,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,POLYXUSDT,BUY,0.236,0.2377,0.5203,WIN,BULL_TREND,0.611,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ZECUSDT,BUY,33.21,33.77,1.4862,WIN,BULL_TREND,0.6143,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,CTKUSDT,BUY,0.9422,0.9415,-0.2743,LOSS,BULL_TREND,0.6133,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ADXUSDT,BUY,0.2323,0.2343,0.661,WIN,BULL_TREND,0.6239,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,PONDUSDT,BUY,0.03155,0.03042,-3.7816,LOSS,BULL_TREND,0.6051,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,BELUSDT,BUY,0.8531,0.8671,1.4411,WIN,BULL_TREND,0.6232,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,SYSUSDT,BUY,0.2419,0.2414,-0.4067,LOSS,BULL_TREND,0.6167,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,RVNUSDT,BUY,0.02762,0.02797,1.0672,WIN,BULL_TREND,0.6294,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,USDCUSDT,SELL,0.9997,0.9996,-0.19,LOSS,BULL_TREND,0.37,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ASRUSDT,BUY,2.909,2.942,0.9344,WIN,BULL_TREND,0.6406,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,WANUSDT,BUY,0.2736,0.2738,-0.1269,LOSS,BULL_TREND,0.6516,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,MBLUSDT,BUY,0.00571,0.005757,0.6231,WIN,BULL_TREND,0.6217,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,SANTOSUSDT,BUY,6.767,6.806,0.3763,WIN,BULL_TREND,0.6475,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,PROMUSDT,SELL,12.886,13.305,-3.4516,LOSS,BULL_TREND,0.3257,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,DIAUSDT,BUY,0.5641,0.5766,2.0159,WIN,BULL_TREND,0.6036,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,MOVRUSDT,BUY,22.696,22.911,0.7473,WIN,BULL_TREND,0.6109,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,IMXUSDT,BUY,3.2549,3.251,-0.3198,LOSS,BULL_TREND,0.6485,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,PIXELUSDT,SELL,0.5714,0.6279,-10.088,LOSS,BULL_TREND,0.3934,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,TFUELUSDT,BUY,0.08732,0.08971,2.5371,WIN,BULL_TREND,0.6071,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,QTUMUSDT,BUY,4.786,4.891,1.9939,WIN,BULL_TREND,0.6277,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,DENTUSDT,BUY,0.002127,0.002169,1.7746,WIN,BULL_TREND,0.6263,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,BNTUSDT,BUY,0.9293,0.9376,0.6931,WIN,BULL_TREND,0.6242,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,CELRUSDT,BUY,0.03231,0.03273,1.0999,WIN,BULL_TREND,0.6161,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ONTUSDT,BUY,0.3383,0.3416,0.7755,WIN,BULL_TREND,0.6155,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,MAGICUSDT,BUY,1.274,1.3043,2.1783,WIN,BULL_TREND,0.6201,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,GNOUSDT,BUY,390.5,390.7,-0.1488,LOSS,BULL_TREND,0.6291,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,KNCUSDT,BUY,0.8359,0.8417,0.4939,WIN,BULL_TREND,0.6163,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,RAYUSDT,BUY,1.2731,1.29,1.1275,WIN,BULL_TREND,0.603,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,TUSDUSDT,SELL,1.0,1.0,-0.2,LOSS,BULL_TREND,0.3872,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,CHZUSDT,BUY,0.14731,0.14797,0.248,WIN,BULL_TREND,0.6171,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,LTCUSDT,BUY,84.75,85.42,0.5906,WIN,BULL_TREND,0.6007,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,RLCUSDT,BUY,3.907,3.928,0.3375,WIN,BULL_TREND,0.6035,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,OGNUSDT,BUY,0.212,0.219,3.1019,WIN,BULL_TREND,0.6075,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,STRKUSDT,BUY,2.343,2.388,1.7206,WIN,BULL_TREND,0.6087,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,OGUSDT,BUY,5.433,5.439,-0.0896,LOSS,BULL_TREND,0.6541,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,ZRXUSDT,SELL,0.525,0.5355,-2.2,LOSS,BULL_TREND,0.3961,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,YFIUSDT,BUY,9463.0,9539.0,0.6031,WIN,BULL_TREND,0.618,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,RIFUSDT,BUY,0.2177,0.2198,0.7646,WIN,BULL_TREND,0.6078,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,REQUSDT,BUY,0.1246,0.1242,-0.521,LOSS,BULL_TREND,0.6601,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
2024-03-07T04:00:00+00:00,DUSKUSDT,BUY,0.3205,0.3184,-0.8552,LOSS,BULL_TREND,0.6216,2024-03-07T04:05:00+00:00,2024-03-07T08:05:00+00:00,48
