timestamp,symbol,feature_vector,prediction_probability,actual_outcome,correct
2024-03-17 16:00:00+00:00,FARMUSDT,0.893993;0.961131;0.883392;0.685512;0.872792;0.826855;0.904594;0.180212;0.964664;0.339223;0.892226;0.766784;0.597173;0.123675;0.922261;0.943463;0.745583;0.438163;0.904594;0.918728;0.876325;0.263251;0.565371;0.169611;0.045936;0.724382;0.978799,0.399763,0,1
2024-03-17 16:00:00+00:00,AMPUSDT,0.975265;0.060071;0.978799;0.201413;0.667845;0.148410;0.660777;0.692580;0.413428;0.381625;0.892226;0.985866;0.975265;0.978799;0.904594;0.303887;0.303887;0.240283;0.968198;0.021201;0.637809;0.342756;0.014134;0.911661;0.731449;0.929329;0.067138,0.399271,0,1
2024-03-17 16:00:00+00:00,DEGOUSDT,0.943463;1.000000;0.996466;0.872792;0.876325;0.992933;0.879859;0.035336;0.939929;0.671378;0.749117;0.950530;0.901060;0.819788;0.961131;1.000000;0.982332;0.724382;0.996466;0.985866;0.876325;0.994700;1.000000;0.215548;0.346290;0.946996;0.812721,0.373414,0,1
2024-03-17 16:00:00+00:00,ARPAUSDT,0.992933;0.975265;0.932862;0.173145;0.982332;0.222615;0.886926;0.904594;0.339223;0.166078;0.892226;0.922261;0.784452;0.445230;0.968198;0.978799;0.968198;0.964664;0.932862;0.459364;0.876325;0.862191;0.512367;0.795053;0.533569;0.911661;0.204947,0.341811,0,1
2024-03-17 16:00:00+00:00,BTTCUSDT,0.754417;0.024735;0.865724;0.166078;0.053004;0.049470;0.342756;0.035336;0.996466;0.072438;0.749117;0.957597;0.936396;0.929329;0.908127;0.095406;0.038869;0.042403;0.954064;0.770318;0.166078;0.674912;0.010601;0.038869;0.180212;0.879859;0.010601,0.377044,0,1
2024-03-17 16:00:00+00:00,1000SATSUSDT,0.035336;0.954064;0.904594;0.727915;0.537102;0.243816;0.636042;0.749117;0.526502;0.289753;0.358657;0.830389;0.862191;0.787986;0.780919;0.802120;0.558304;0.621908;0.879859;0.724382;0.952297;0.952297;0.858657;0.579505;0.042403;0.777385;0.028269,0.39076,0,1
2024-03-17 16:00:00+00:00,WOOUSDT,0.102473;0.837456;0.936396;0.773852;0.508834;0.053004;0.508834;0.855124;0.157244;0.307420;0.358657;0.893993;0.777385;0.374558;0.964664;0.886926;0.611307;0.445230;0.939929;0.858657;0.952297;0.909894;0.402827;0.491166;0.176678;0.886926;0.388693,0.394586,0,1
2024-03-17 20:00:00+00:00,SEIUSDT,0.045936;0.957597;0.950530;0.095406;0.795053;0.710247;0.727915;0.091873;0.568905;0.954064;0.042403;0.922261;0.929329;0.802120;0.925795;0.961131;0.922261;0.932862;0.851590;0.487633;0.816254;0.796820;0.738516;0.547703;0.628975;0.925795;0.194346,0.384149,1,0
2024-03-17 20:00:00+00:00,USDCUSDT,0.077739;0.805654;0.570671;0.049470;0.833922;0.915194;0.802120;0.017668;0.994700;0.146643;0.098940;0.010601;0.007067;0.003534;0.883392;0.742049;0.236749;0.936396;0.007067;0.042403;0.669611;0.399293;0.908127;0.713781;0.840989;0.010601;0.035336,0.393652,0,1
2024-03-17 20:00:00+00:00,BOMEUSDT,0.017668;0.996466;0.978799;0.003534;0.911661;0.954064;0.703180;0.077739;0.353357;0.982332;0.042403;1.000000;1.000000;1.000000;0.946996;0.855124;0.088339;0.844523;0.996466;0.021201;0.816254;0.234982;0.784452;0.038869;0.183746;0.992933;0.042403,0.379737,0,1
2024-03-17 20:00:00+00:00,GLMUSDT,1.000000;0.964664;0.936396;0.932862;0.975265;0.939929;0.985866;0.420495;0.879859;0.146643;0.558304;0.946996;0.901060;0.915194;0.851590;0.978799;0.985866;0.964664;0.876325;0.946996;0.501767;0.058304;0.904594;0.961131;0.943463;0.932862;0.381625,0.372341,1,0
2024-03-17 20:00:00+00:00,QIUSDT,0.007067;0.975265;0.208481;0.809187;0.809187;0.201413;0.756184;0.505300;0.144876;0.724382;0.042403;0.964664;0.939929;0.862191;0.978799;0.904594;0.494700;0.939929;0.939929;0.374558;0.816254;0.477032;0.989399;0.628975;0.830389;0.908127;0.151943,0.390825,1,0
2024-03-17 20:00:00+00:00,FIDAUSDT,0.985866;0.992933;0.989399;0.978799;0.982332;0.982332;0.939929;0.106007;0.982332;0.318021;0.558304;0.989399;0.992933;0.985866;0.975265;0.975265;0.671378;0.957597;0.992933;0.961131;0.969965;0.318021;0.992933;0.911661;0.901060;0.996466;0.353357,0.392569,0,1
2024-03-17 20:00:00+00:00,USDPUSDT,0.084806;0.786219;0.561837;0.045936;0.003534;0.038869;0.922261;0.017668;0.994700;0.146643;0.098940;0.003534;0.003534;0.007067;0.003534;0.505300;0.247350;0.791519;0.003534;0.045936;0.501767;0.234982;0.897527;0.289753;0.851590;0.014134;0.833922,0.396596,0,1
2024-03-17 20:00:00+00:00,BONKUSDT,0.713781;0.664311;0.975265;0.925795;0.752650;0.151943;0.777385;0.554770;0.795053;0.146643;0.558304;0.915194;0.961131;0.844523;0.816254;0.932862;0.812721;0.904594;0.858657;0.982332;0.501767;0.650177;0.035336;0.349823;0.007067;0.936396;0.010601,0.396707,0,1
2024-03-17 20:00:00+00:00,WIFUSDT,0.996466;0.950530;0.971731;1.000000;0.706714;0.452297;0.328622;0.636042;0.537102;0.385159;0.558304;0.985866;0.989399;0.971731;0.872792;0.795053;0.699647;0.968198;0.756184;0.996466;0.213781;0.081272;0.996466;0.929329;0.522968;0.985866;0.272085,0.381766,0,1
2024-03-18 00:00:00+00:00,BTCUSDT,0.279152;0.713781;0.445230;0.607774;0.664311;0.406360;0.614841;0.773852;0.438163;0.335689;0.371025;0.141343;0.060071;0.045936;0.812721;0.469965;0.388693;0.554770;0.321555;0.367491;0.567138;0.390459;0.777385;0.159011;0.360424;0.074205;0.943463,0.659976,0,0
2024-03-18 00:00:00+00:00,ADAUSDT,0.342756;0.462898;0.261484;0.204947;0.314488;0.300353;0.445230;0.752650;0.459364;0.167845;0.371025;0.515901;0.360424;0.279152;0.678445;0.236749;0.208481;0.275618;0.201413;0.236749;0.234982;0.390459;0.667845;0.501767;0.427562;0.257951;0.155477,0.603604,0,0
2024-03-18 00:00:00+00:00,ROSEUSDT,0.137809;0.498233;0.095406;0.074205;0.360424;0.501767;0.798587;0.805654;0.402827;0.167845;0.371025;0.512367;0.378092;0.689046;0.392226;0.106007;0.141343;0.257951;0.325088;0.038869;0.567138;0.289753;0.869258;0.766784;0.402827;0.385159;0.229682,0.61557,0,0
2024-03-18 00:00:00+00:00,FIDAUSDT,0.989399;0.985866;0.865724;0.706714;0.929329;0.961131;0.664311;0.469965;0.780919;0.167845;0.893993;0.964664;0.978799;0.985866;0.706714;0.901060;0.946996;0.978799;0.961131;0.961131;0.955830;0.902827;0.989399;0.067138;0.671378;0.939929;0.374558,0.35976,1,0
2024-03-18 00:00:00+00:00,OGNUSDT,0.462898;0.452297;0.420495;0.254417;0.413428;0.561837;0.565371;0.674912;0.579505;0.167845;0.371025;0.445230;0.325088;0.314488;0.558304;0.568905;0.565371;0.611307;0.197880;0.434629;0.567138;0.636042;0.279152;0.208481;0.491166;0.261484;0.339223,0.605198,0,0
2024-03-18 00:00:00+00:00,BICOUSDT,0.402827;0.226148;0.597173;0.462898;0.060071;0.024735;0.219081;0.798587;0.406360;0.167845;0.371025;0.558304;0.402827;0.537102;0.568905;0.685512;0.706714;0.689046;0.660777;0.667845;0.234982;0.390459;0.116608;0.706714;0.250883;0.272085;0.646643,0.610811,0,0
2024-03-18 00:00:00+00:00,DGBUSDT,0.625442;0.155477;0.173145;0.007067;0.625442;0.731449;0.229682;0.328622;0.491166;0.848057;0.371025;0.166078;0.515901;0.710247;0.060071;0.257951;0.431095;0.250883;0.183746;0.049470;0.042403;0.083039;0.247350;0.028269;0.911661;0.593640;0.183746,0.60061,0,0
2024-03-18 00:00:00+00:00,KAVAUSDT,0.985866;0.957597;0.858657;0.575972;0.992933;0.992933;0.971731;0.869258;0.300353;0.167845;0.893993;0.759717;0.441696;0.282686;0.904594;0.982332;0.992933;0.991166;0.777385;0.766784;0.837456;0.902827;0.918728;0.201413;0.621908;0.480565;0.515901,0.382827,0,1
2024-03-18 00:00:00+00:00,RIFUSDT,0.424028;0.130742;0.070671;0.597173;0.321555;0.250883;0.017668;0.793286;0.413428;0.167845;0.371025;0.392226;0.628975;0.441696;0.413428;0.130742;0.162544;0.197880;0.395760;0.392226;0.088339;0.008834;0.197880;0.272085;0.537102;0.643110;0.590106,0.62044,0,0
2024-03-18 00:00:00+00:00,FDUSDUSDT,0.731449;0.494700;0.742049;0.197880;0.780919;0.568905;0.897527;0.962898;0.086572;0.167845;0.371025;0.014134;0.017668;0.014134;0.508834;0.003534;0.003534;0.010601;0.014134;0.113074;0.012367;0.715548;0.759717;0.134276;0.844523;0.017668;0.031802,0.62072,0,0
2024-03-18 00:00:00+00:00,API3USDT,0.222615;0.353357;0.215548;0.533569;0.176678;0.632509;0.363958;0.839223;0.340989;0.167845;0.371025;0.229682;0.265018;0.325088;0.307420;0.159011;0.095406;0.261484;0.533569;0.314488;0.567138;0.136042;0.618375;0.717314;0.197880;0.424028;0.724382,0.600316,0,0
2024-03-18 00:00:00+00:00,FIOUSDT,0.982332;0.858657;0.982332;0.971731;0.971731;0.699647;0.982332;0.643110;0.194346;0.674912;0.893993;0.936396;0.936396;0.777385;0.968198;0.840989;0.869258;0.823322;0.840989;0.968198;0.837456;0.991166;0.038869;0.441696;0.692580;0.855124;0.332155,0.371789,0,1
2024-03-18 00:00:00+00:00,PAXGUSDT,0.802120;0.575972;0.713781;0.247350;0.989399;0.925795;0.989399;0.397527;0.086572;0.922261;0.893993;0.024735;0.021201;0.028269;0.120141;0.431095;0.805654;0.367491;0.024735;0.148410;0.567138;0.478799;0.803887;0.519435;0.455830;0.024735;0.985866,0.686778,0,0
2024-03-18 00:00:00+00:00,BNBUSDT,0.378092;0.805654;0.339223;0.021201;0.805654;0.611307;0.932862;0.360424;0.883392;0.167845;0.371025;0.399293;0.342756;0.130742;0.614841;0.572438;0.480565;0.540636;0.770318;0.056537;0.567138;0.136042;0.703180;0.063604;0.243816;0.208481;0.710247,0.601698,0,0
2024-03-18 00:00:00+00:00,DYDXUSDT,0.261484;0.272085;0.402827;0.113074;0.611307;0.328622;0.628975;0.724382;0.505300;0.167845;0.371025;0.314488;0.243816;0.127208;0.547703;0.141343;0.049470;0.095406;0.148410;0.279152;0.234982;0.289753;0.462898;0.455830;0.438163;0.664311;0.558304,0.608956,0,0
2024-03-18 00:00:00+00:00,KSMUSDT,0.674912;0.657244;0.452297;0.353357;0.438163;0.777385;0.731449;0.558304;0.086572;0.816254;0.371025;0.155477;0.279152;0.466431;0.141343;0.597173;0.607774;0.664311;0.159011;0.310954;0.567138;0.636042;0.628975;0.826855;0.745583;0.342756;0.929329,0.618477,0,0
2024-03-18 00:00:00+00:00,NTRNUSDT,0.643110;0.201413;0.349823;0.109541;0.010601;0.007067;0.014134;0.962898;0.086572;0.167845;0.371025;0.339223;0.328622;0.392226;0.378092;0.399293;0.583039;0.409894;0.279152;0.134276;0.088339;0.083039;0.296820;0.257951;0.212014;0.388693;0.618375,0.637537,0,0
2024-03-18 00:00:00+00:00,STXUSDT,0.254417;0.176678;0.296820;0.151943;0.840989;0.915194;0.837456;0.759717;0.455830;0.167845;0.371025;0.190813;0.180212;0.452297;0.173145;0.116608;0.091873;0.113074;0.113074;0.176678;0.567138;0.553004;0.257951;0.710247;0.561837;0.226148;0.480565,0.606559,0,0
2024-03-18 00:00:00+00:00,ATAUSDT,0.992933;0.233216;0.996466;0.992933;0.939929;0.600707;0.946996;0.848057;0.328622;0.167845;0.893993;0.975265;0.946996;0.879859;0.975265;0.883392;0.519435;0.434629;0.982332;0.989399;0.567138;0.985866;0.007067;0.851590;0.770318;0.961131;0.367491,0.350375,0,1
2024-03-18 00:00:00+00:00,ZECUSDT,0.395760;0.477032;0.614841;0.127208;0.300353;0.816254;0.091873;0.522968;0.738516;0.167845;0.371025;0.318021;0.335689;0.328622;0.399293;0.378092;0.250883;0.388693;0.413428;0.257951;0.567138;0.715548;0.547703;0.561837;0.699647;0.448763;0.922261,0.603624,0,0
2024-03-18 00:00:00+00:00,VTHOUSDT,0.692580;0.766784;0.678445;0.816254;0.155477;0.431095;0.402827;0.120141;0.086572;0.992933;0.371025;0.360424;0.208481;0.611307;0.265018;0.819788;0.865724;0.819788;0.480565;0.579505;0.088339;0.208481;0.646643;0.176678;0.720848;0.204947;0.109541,0.62484,0,0
2024-03-18 00:00:00+00:00,PENDLEUSDT,0.197880;0.611307;0.187279;0.869258;0.056537;0.321555;0.487633;0.962898;0.086572;0.167845;0.371025;0.547703;0.519435;0.681979;0.452297;0.392226;0.650177;0.805654;0.296820;0.759717;0.955830;0.553004;0.879859;0.816254;0.300353;0.547703;0.657244,0.651574,0,0
2024-03-18 00:00:00+00:00,CITYUSDT,0.897527;0.904594;0.872792;0.628975;0.226148;0.236749;0.116608;0.602473;0.634276;0.167845;0.893993;0.134276;0.098940;0.091873;0.459364;0.985866;0.989399;0.971731;0.766784;0.498233;0.837456;0.848057;0.484099;0.646643;0.466431;0.123675;0.893993,0.35969,0,1
2024-03-18 00:00:00+00:00,ICXUSDT,1.000000;0.992933;0.954064;0.787986;1.000000;1.000000;0.985866;0.484099;0.727915;0.413428;0.893993;0.932862;0.784452;0.462898;0.985866;0.996466;1.000000;0.991166;0.939929;0.950530;0.837456;0.902827;0.985866;0.848057;0.823322;0.911661;0.473498,0.293165,0,1
2024-03-18 00:00:00+00:00,ATMUSDT,0.872792;0.480565;0.636042;0.148410;0.985866;0.954064;0.975265;0.212014;0.971731;0.167845;0.893993;0.183746;0.095406;0.116608;0.363958;0.671378;0.809187;0.678445;0.102473;0.173145;0.401060;0.784452;0.307420;0.544170;0.646643;0.127208;0.911661,0.389669,1,0
2024-03-18 00:00:00+00:00,1INCHUSDT,0.399293;0.681979;0.522968;0.540636;0.166078;0.151943;0.049470;0.706714;0.526502;0.167845;0.371025;0.459364;0.406360;0.286219;0.597173;0.653710;0.621908;0.745583;0.416961;0.720848;0.234982;0.390459;0.621908;0.356890;0.190813;0.159011;0.469965,0.602043,0,0
2024-03-18 00:00:00+00:00,YFIUSDT,0.512367;0.770318;0.639576;0.551237;0.752650;0.664311;0.777385;0.445230;0.494700;0.690813;0.371025;0.381625;0.212014;0.113074;0.646643;0.738516;0.763251;0.816254;0.402827;0.586572;0.567138;0.208481;0.696113;0.268551;0.204947;0.176678;0.992933,0.603834,0,0
2024-03-18 00:00:00+00:00,ALICEUSDT,0.445230;0.141343;0.434629;0.625442;0.798587;0.745583;0.501767;0.962898;0.086572;0.167845;0.371025;0.742049;0.632509;0.522968;0.862191;0.268551;0.272085;0.222615;0.307420;0.646643;0.567138;0.784452;0.254417;0.540636;0.201413;0.699647;0.706714,0.659724,0,0
2024-03-18 00:00:00+00:00,RVNUSDT,0.526502;0.575972;0.628975;0.452297;0.067138;0.095406;0.035336;0.779152;0.420495;0.167845;0.371025;0.063604;0.166078;0.166078;0.084806;0.639576;0.554770;0.526502;0.240283;0.650177;0.401060;0.715548;0.551237;0.275618;0.487633;0.293286;0.197880,0.616421,0,0
2024-03-18 00:00:00+00:00,AEVOUSDT,0.731449;0.113074;0.074205;0.038869;0.802120;0.855124;0.575972;0.402827;0.086572;0.915194;0.893993;0.678445;0.823322;0.791519;0.371025;0.074205;0.159011;0.067138;0.798587;0.088339;0.401060;0.390459;0.148410;0.169611;0.081272;0.802120;0.420495,0.722628,0,0
2024-03-18 00:00:00+00:00,YGGUSDT,0.971731;0.038869;0.805654;0.876325;0.646643;0.289753;0.756184;0.844523;0.307420;0.356890;0.893993;0.908127;0.886926;0.763251;0.929329;0.452297;0.692580;0.328622;0.823322;0.915194;0.234982;0.553004;0.042403;0.512367;0.045936;0.837456;0.378092,0.375515,1,0
2024-03-18 00:00:00+00:00,OXTUSDT,0.632509;0.360424;0.208481;0.494700;0.318021;0.275618;0.307420;0.962898;0.086572;0.167845;0.371025;0.215548;0.314488;0.561837;0.162544;0.360424;0.512367;0.473498;0.293286;0.473498;0.234982;0.289753;0.473498;0.858657;0.734982;0.335689;0.434629,0.624081,0,0
2024-03-18 00:00:00+00:00,DENTUSDT,0.540636;0.346290;0.498233;0.303887;0.130742;0.137809;0.208481;0.321555;0.749117;0.628975;0.371025;0.257951;0.303887;0.395760;0.296820;0.480565;0.586572;0.551237;0.233216;0.243816;0.401060;0.136042;0.438163;0.434629;0.406360;0.484099;0.060071,0.6004,0,0
2024-03-18 00:00:00+00:00,OPUSDT,0.318021;0.279152;0.240283;0.056537;0.660777;0.593640;0.724382;0.650177;0.452297;0.462898;0.371025;0.247350;0.349823;0.293286;0.325088;0.194346;0.222615;0.254417;0.289753;0.081272;0.567138;0.784452;0.501767;0.653710;0.286219;0.526502;0.328622,0.606104,0,0
2024-03-18 00:00:00+00:00,TRBUSDT,0.639576;0.349823;0.611307;0.293286;0.586572;0.621908;0.399293;0.236749;0.872792;0.540636;0.371025;0.367491;0.508834;0.219081;0.526502;0.519435;0.625442;0.494700;0.141343;0.621908;0.567138;0.390459;0.381625;0.342756;0.773852;0.720848;0.939929,0.600279,0,0
2024-03-18 00:00:00+00:00,DODOUSDT,0.190813;0.180212;0.180212;0.213781;0.151943;0.120141;0.204947;0.962898;0.086572;0.167845;0.371025;0.498233;0.427562;0.406360;0.583039;0.314488;0.282686;0.360424;0.600707;0.307420;0.088339;0.083039;0.155477;0.823322;0.787986;0.551237;0.310954,0.63988,0,0
2024-03-18 00:00:00+00:00,IDUSDT,0.950530;0.759717;0.091873;0.438163;0.222615;0.477032;0.084806;0.865724;0.086572;0.480565;0.893993;0.805654;0.876325;0.833922;0.505300;0.229682;0.840989;0.837456;0.406360;0.021201;0.837456;0.553004;0.950530;0.590106;0.229682;0.848057;0.363958,0.6432,0,0
2024-03-18 00:00:00+00:00,APEUSDT,0.363958;0.332155;0.632509;0.213781;0.406360;0.335689;0.515901;0.636042;0.611307;0.167845;0.371025;0.639576;0.590106;0.399293;0.749117;0.427562;0.427562;0.342756;0.275618;0.628975;0.088339;0.553004;0.265018;0.148410;0.148410;0.607774;0.505300,0.61124,0,0
2024-03-18 00:00:00+00:00,FARMUSDT,0.247350;0.621908;0.696113;0.780919;0.918728;0.897527;0.795053;0.727915;0.498233;0.167845;0.371025;0.070671;0.176678;0.173145;0.127208;0.484099;0.151943;0.307420;0.544170;0.809187;0.401060;0.784452;0.342756;0.166078;0.144876;0.116608;0.975265,0.614903,0,0
2024-03-18 00:00:00+00:00,APTUSDT,0.996466;0.265018;0.943463;0.734982;0.957597;0.968198;0.862191;0.607774;0.431095;0.530035;0.893993;0.929329;0.901060;0.883392;0.897527;0.773852;0.876325;0.621908;0.904594;0.247350;0.234982;0.390459;0.017668;0.946996;0.897527;0.876325;0.561837,0.388598,0,1
2024-03-18 00:00:00+00:00,DIAUSDT,0.120141;0.738516;0.848057;0.759717;0.865724;0.950530;0.802120;0.371025;0.086572;0.929329;0.371025;0.795053;0.544170;0.614841;0.865724;0.607774;0.392226;0.537102;0.749117;0.805654;0.837456;0.848057;0.657244;0.010601;0.618375;0.530035;0.731449,0.611958,1,1
2024-03-18 00:00:00+00:00,TWTUSDT,0.537102;0.689046;0.455830;0.484099;0.427562;0.378092;0.473498;0.363958;0.869258;0.167845;0.371025;0.194346;0.130742;0.081272;0.572438;0.689046;0.819788;0.872792;0.074205;0.420495;0.955830;0.848057;0.738516;0.187279;0.431095;0.091873;0.607774,0.608483,0,0
2024-03-18 00:00:00+00:00,REQUSDT,0.731449;0.936396;0.777385;0.717314;0.731449;0.802120;0.448763;0.183746;0.086572;0.982332;0.371025;0.060071;0.102473;0.339223;0.056537;0.989399;0.996466;0.918728;0.756184;0.855124;0.984099;0.929329;0.893993;0.014134;0.851590;0.180212;0.593640,0.608633,0,0
2024-03-18 00:00:00+00:00,ENJUSDT,0.268551;0.618375;0.537102;0.455830;0.363958;0.286219;0.272085;0.793286;0.086572;0.577739;0.371025;0.568905;0.484099;0.363958;0.696113;0.579505;0.491166;0.604240;0.441696;0.480565;0.234982;0.478799;0.597173;0.409894;0.268551;0.402827;0.388693,0.655374,0,0
2024-03-18 00:00:00+00:00,WINUSDT,0.918728;0.703180;0.243816;0.586572;0.434629;0.204947;0.183746;0.554770;0.699647;0.167845;0.893993;0.289753;0.053004;0.067138;0.802120;0.586572;0.773852;0.855124;0.106007;0.526502;0.234982;0.047703;0.727915;0.074205;0.014134;0.038869;0.038869,0.371242,1,0
2024-03-18 00:00:00+00:00,HIGHUSDT,0.325088;0.151943;0.816254;0.356890;0.053004;0.035336;0.070671;0.962898;0.086572;0.167845;0.371025;0.572438;0.565371;0.625442;0.501767;0.409894;0.233216;0.106007;0.257951;0.696113;0.401060;0.848057;0.053004;0.353357;0.342756;0.215548;0.681979,0.647648,0,0
2024-03-18 00:00:00+00:00,TRUUSDT,0.939929;0.897527;0.830389;0.918728;0.487633;0.756184;0.579505;0.519435;0.296820;0.726148;0.893993;0.353357;0.614841;0.731449;0.137809;0.936396;0.950530;0.991166;0.491166;0.925795;0.567138;0.715548;0.678445;0.473498;0.070671;0.614841;0.250883,0.382574,0,1
2024-03-18 00:00:00+00:00,RAREUSDT,0.187279;0.212014;0.279152;0.035336;0.607774;0.840989;0.434629;0.416961;0.086572;0.908127;0.371025;0.604240;0.692580;0.773852;0.275618;0.120141;0.204947;0.166078;0.204947;0.031802;0.088339;0.390459;0.480565;0.618375;0.802120;0.519435;0.416961,0.62813,0,0
2024-03-18 00:00:00+00:00,GMXUSDT,0.583039;0.671378;0.579505;0.409894;0.310954;0.452297;0.187279;0.646643;0.086572;0.720848;0.371025;0.540636;0.173145;0.102473;0.837456;0.636042;0.614841;0.727915;0.434629;0.409894;0.234982;0.047703;0.639576;0.452297;0.272085;0.409894;0.897527,0.639531,0,0
2024-03-18 00:00:00+00:00,MINAUSDT,0.293286;0.667845;0.272085;0.466431;0.144876;0.339223;0.088339;0.826855;0.360424;0.167845;0.371025;0.356890;0.363958;0.554770;0.303887;0.522968;0.459364;0.544170;0.565371;0.381625;0.837456;0.553004;0.699647;0.643110;0.049470;0.469965;0.448763,0.629251,0,0
2024-03-18 00:00:00+00:00,AUCTIONUSDT,0.151943;0.710247;0.671378;0.678445;0.289753;0.671378;0.144876;0.962898;0.086572;0.167845;0.371025;0.526502;0.438163;0.424028;0.625442;0.749117;0.438163;0.579505;0.780919;0.727915;0.567138;0.478799;0.268551;0.752650;0.826855;0.265018;0.915194,0.621338,0,0
2024-03-18 00:00:00+00:00,AUDIOUSDT,0.194346;0.254417;0.561837;0.226148;0.063604;0.219081;0.095406;0.962898;0.086572;0.167845;0.371025;0.420495;0.424028;0.356890;0.494700;0.487633;0.416961;0.420495;0.466431;0.533569;0.401060;0.208481;0.173145;0.438163;0.151943;0.508834;0.462898,0.630432,0,0
2024-03-18 00:00:00+00:00,ACEUSDT,0.127208;0.091873;0.399293;0.180212;0.402827;0.607774;0.484099;0.720848;0.515901;0.167845;0.371025;0.597173;0.583039;0.660777;0.533569;0.173145;0.116608;0.120141;0.399293;0.494700;0.234982;0.553004;0.130742;0.628975;0.339223;0.632509;0.752650,0.602579,0,0
2024-03-18 00:00:00+00:00,QKCUSDT,0.063604;0.307420;0.664311;0.756184;0.717314;0.371025;0.162544;0.703180;0.086572;0.650177;0.371025;0.791519;0.537102;0.342756;0.911661;0.204947;0.155477;0.144876;0.109541;0.773852;0.234982;0.969965;0.180212;0.310954;0.063604;0.353357;0.307420,0.627722,1,1
2024-03-18 00:00:00+00:00,IMXUSDT,0.374558;0.084806;0.300353;0.339223;0.809187;0.657244;0.901060;0.586572;0.650177;0.167845;0.371025;0.551237;0.310954;0.261484;0.734982;0.049470;0.031802;0.028269;0.445230;0.215548;0.042403;0.208481;0.215548;0.123675;0.600707;0.268551;0.600707,0.614361,0,0
2024-03-18 00:00:00+00:00,BEAMXUSDT,0.250883;0.777385;0.360424;0.522968;0.667845;0.901060;0.681979;0.487633;0.756184;0.342756;0.371025;0.254417;0.477032;0.607774;0.166078;0.551237;0.720848;0.908127;0.053004;0.289753;0.567138;0.636042;0.922261;0.346290;0.127208;0.137809;0.120141,0.644653,0,0
2024-03-18 00:00:00+00:00,PROMUSDT,0.455830;0.865724;0.233216;0.243816;0.102473;0.823322;0.572438;0.356890;0.086572;0.939929;0.371025;0.187279;0.204947;0.869258;0.010601;0.583039;0.657244;0.717314;0.614841;0.035336;0.955830;0.929329;0.886926;0.883392;0.950530;0.106007;0.908127,0.60771,0,0
2024-03-18 00:00:00+00:00,ARBUSDT,0.236749;0.371025;0.102473;0.028269;0.745583;0.494700;0.840989;0.639576;0.607774;0.167845;0.371025;0.657244;0.611307;0.349823;0.798587;0.325088;0.363958;0.427562;0.713781;0.084806;0.234982;0.083039;0.371025;0.664311;0.441696;0.512367;0.151943,0.60983,0,0
2024-03-18 00:00:00+00:00,CHZUSDT,0.332155;0.505300;0.519435;0.590106;0.515901;0.530035;0.770318;0.766784;0.445230;0.167845;0.371025;0.074205;0.222615;0.236749;0.095406;0.508834;0.399293;0.487633;0.265018;0.703180;0.567138;0.208481;0.498233;0.674912;0.530035;0.374558;0.176678,0.611557,0,0
2024-03-18 00:00:00+00:00,USDPUSDT,0.731449;0.604240;0.727915;0.213781;0.003534;0.010601;0.003534;0.962898;0.086572;0.167845;0.763251;0.007067;0.007067;0.007067;0.070671;0.113074;0.469965;0.215548;0.007067;0.141343;0.729682;0.784452;0.819788;0.098940;0.862191;0.010601;0.848057,0.379147,0,1
2024-03-18 00:00:00+00:00,XTZUSDT,0.265018;0.508834;0.462898;0.342756;0.982332;0.929329;0.978799;0.563604;0.409894;0.590106;0.371025;0.293286;0.155477;0.120141;0.551237;0.441696;0.265018;0.466431;0.300353;0.339223;0.567138;0.390459;0.561837;0.293286;0.318021;0.187279;0.586572,0.615187,0,0
2024-03-18 00:00:00+00:00,IQUSDT,0.915194;0.120141;0.911661;0.893993;0.137809;0.197880;0.060071;0.303887;0.657244;0.759717;0.893993;0.816254;0.957597;0.950530;0.201413;0.332155;0.802120;0.561837;0.681979;0.872792;0.234982;0.715548;0.724382;0.763251;0.636042;0.971731;0.106007,0.394234,0,1
2024-03-18 00:00:00+00:00,SCRTUSDT,0.116608;0.243816;0.176678;0.427562;0.812721;0.964664;0.922261;0.962898;0.086572;0.167845;0.371025;0.349823;0.169611;0.374558;0.434629;0.151943;0.084806;0.162544;0.176678;0.575972;0.042403;0.390459;0.286219;0.053004;0.392226;0.098940;0.727915,0.643534,0,0
2024-03-18 00:00:00+00:00,GMTUSDT,0.335689;0.166078;0.236749;0.137809;0.763251;0.696113;0.650177;0.962898;0.086572;0.167845;0.371025;0.484099;0.607774;0.455830;0.540636;0.162544;0.183746;0.123675;0.215548;0.300353;0.234982;0.136042;0.572438;0.547703;0.257951;0.282686;0.236749,0.631149,0,0
2024-03-18 00:00:00+00:00,ETCUSDT,0.431095;0.409894;0.318021;0.434629;0.240283;0.074205;0.243816;0.833922;0.353357;0.167845;0.371025;0.328622;0.134276;0.088339;0.689046;0.300353;0.226148;0.353357;0.392226;0.445230;0.234982;0.553004;0.477032;0.247350;0.568905;0.141343;0.749117,0.606981,0,0
2024-03-18 00:00:00+00:00,WBETHUSDT,0.696113;0.554770;0.328622;0.371025;0.159011;0.187279;0.120141;0.918728;0.180212;0.167845;0.371025;0.091873;0.056537;0.056537;0.628975;0.219081;0.296820;0.346290;0.067138;0.272085;0.234982;0.390459;0.837456;0.286219;0.742049;0.049470;0.996466,0.606684,0,0
